Varient_Name,Average_stars,Review_title,User_rating,Review_description
TVS Apache RTR 160 4V,4.4,Good bike,4,"Good bike, my requirements with this are fulfilled to a good extent pick is very good and mileage is also b/w 40 and 50 it depends mainly on how you ride it."
TVS Apache RTR 160 4V,4.4,Performance Of Bike - TVS Apache RTR 160 4V,5,TVS Apache RTR 160 4V riding quality and bike stability are so good. But the mileage before 2 servicing is poor (average 30-32 km/l).
TVS Apache RTR 160 4V,4.4,Nice bike.,5,This bike is very amazing. It is very comfortable to ride and is very stylish.
TVS Apache RTR 160 4V,4.4,Amazing experience : TVS RTR 160 4V,2,"Amazing experience till now, best bike under 160cc segments pickup & though delivery is too good & comfortable to handle. Nice to balance, comfortable cushioned seat , & an amazing feeling because of digital meter , it includes a clock & the odometer as well as Speedometer which shows total run up & speed which at bike is running respectively! "
TVS Apache RTR 160 4V,4.4,Why I chose TVS Apache RTR 160,5,"I buy this bike on 5 SEP 2019 and it's 160 4V FI version. Before purchasing this bike I thought FZ V3 and Hornet, both bikes are good in 160 and 150 segments but both are less in power and comfort. The reason why i choose this bike is here:"
TVS Apache RTR 160 4V,4.4,Good looking bike,5,The pickup and the mileage of the bike are very good. The best part is the seating capacity as compared to other bikes in this segment.
TVS Apache RTR 160 4V,4.4,Powerful Bike,5,"It is a very comfortable and balanced bike and very easy to drive. Mileage is also very good. In short, it is a perfect bike."
TVS Apache RTR 160 4V,4.4,Superb engine and Performance is Best.,5,"Nice bike and sporty look, also good performance and habitual grade bike."
TVS Apache RTR 160 4V,4.4,Heavy duty bike.,5,"TVS Apache is a commercial bike and rides like a real horse, also no need to worry about the bike millage."
TVS Apache RTR 160 4V,4.4,Avearge Bike - TVS Apache RTR 160 4V ,3,"After booking my TVS Apache RTR 160 4V on 23rd August 2019, I got my bike delivered in a matter of 2 days. Following the delivery day, I was enjoying my rides on this beautiful machine until the battery went dead after a month or so. Since then, the problem has crept in twice."
TVS Apache RTR 160 4V,4.4,Awesome Bike,4,"TVS Apache RTR 160 4V is the best bike, I had a great experience while riding this one. The only issue was vibration, I felt vibrations while riding on the highway. Otherwise, the bike is good but the mileage is bit lesser than the company claims."
TVS Apache RTR 160 4V,4.4,Best Bike - TVS Apache RTR 1604V,5,I have been using this bike TVS Apache RTR 1604V for the past one month and I drove it for 1000 km.
TVS Apache RTR 160 4V,4.4,Good Mileage - TVS Apache RTR 160 4V,4,"This bike TVS Apache RTR 160 4V has a very good performance with an average of approx 44 around, if u drive with the speed of 55km/hr then its brakes and controlling is awesome that gives it an upper edge over Yamaha Fz."
TVS Apache RTR 160 4V,4.4,No Complaints,5,"I wanted a bike that was quick, compact with a hint of modern design, and nothing suited my checklist better than the Apache RTR 160 4V. The built-quality is unquestionable, and I just admire every bit of it. The single-seat layout came as an advantage as it’s easy to sit. I would suggest to check this beauty out before making the final call."
TVS Apache RTR 160 4V,4.4,TVs Apache RTR 4v,5,"It has been 4 months, for I am riding TVs Apache RTR 4v. It is a nice experience overall. Short pick up bikes are always interesting to drive and the smoothness of changing the gear is also awesome. I will refer everyone to buy this if any body is interested to buy any bike which is 160cc. According to me, this is the best bike for 160 cc users."
TVS Apache RTR 160 4V,4.4,Always Road King,5,It’s awesome to ride.....
TVS Apache RTR 160 4V,4.4,Worst Experience,2,"I am using TVS Apache RTR 160 4V for 1year. While riding in traffic areas it becomes really difficult and my hands start paining. Gear shifting is also an issue, while shifting 1st gear to 2nd gear some time it falls down to neutral. It is not a comfortable bike and it is not suitable for family rides. This is my experience with this bike. Not happy with the comfort level of the bike and its riding experience as well."
TVS Apache RTR 160 4V,4.4,Powerful Engine,5,"TVS Apache RTR 160 4V is an awesome bike and it has a powerful engine. It has awesome grip, powerful suspension and this bike have awesome mileage."
TVS Apache RTR 160 4V,4.4,Friendliness ,5,"Honestly, the bike is superb for me as because it gives extra care with great pick up but mileage is a little less, I don't care for that. If somebody asks me I will prefer to go for this bike. No other bikes give a feeling of freedom to ride and till yet it doesn't show any sort of problem. I just loved it."
TVS Apache RTR 160 4V,4.4,Amazing Sports Bike,5,"Amazing ride, smooth gear and, clutch, comfortable seats, the looks are very nice, bike engine sound is very less."
TVS Apache RTR 160 4V,4.4,TVS Apache RTR 160 4V,5,Smooth riding in the city with nice pick-up. Mileage before service is also good according to a sports bike. It can also be used as a family bike because the rider seat and pillion seat is combined. TVS dealing is also good. I cannot say about the after-sales service as I have bought a bike 2 weeks ago. If you are thinking to buy it so don't get confused and just go for it.
TVS Apache RTR 160 4V,4.4,Amazing Sports Bike,5,"TVS Apache RTR 160 4V has good color combinations, clutch and gear are totally smooth, comfortable seats, engine sound is less, and riding is excellent."
TVS Apache RTR 160 4V,4.4,Racing Machine,5,"Super smooth ride with good control and very comfortable balance while driving, Just love this version of RTR. Although, I was using the prior version of RTR 160. Just love the way TVS prepared this new machine"
TVS Apache RTR 160 4V,4.4,Most Honest Review;,4,TVS Apache RTR 160 - I have been riding for 3 months now and here are my reviews/ opinions 
TVS Apache RTR 160 4V,4.4,Beautiful Bike - TVS Apache RTR 160 4V,5,TVS Apache RTR 160 4V is a very good bike with amazing riding comfort. It is a powerful bike with excellent pick-up and a sporty look.
TVS Apache RTR 160 4V,4.4,Number one bike for racing ,5,A good responsive and racing bike. The mileage is very good and power is also nice.
TVS Apache RTR 160 4V,4.4,Beautiful with Amazing Looks,5,"Very good bike and amazing riding on-road and a powerful bike with excellent pick-up, sporty look, awesome features and riding comfort."
TVS Apache RTR 160 4V,4.4,Vibration and heating;,1,"Initially, the engine was smooth, but after 2nd service vibration and overheating started. I think its due to oil which isn't good for the engine. But the mileage is good, I received a mileage of 51 kmpl."
TVS Apache RTR 160 4V,4.4,Good Bike,5,"TVS Apache RTR 160 4v is very good style bike,"
TVS Apache RTR 160 4V,4.4,Not happy with this bike,2,"I have been using this bike for the last 1 year. I feel both my hands are paining while raiding, in the traffic areas. Especially riding with a partner. Gear shift also makes problems while shifts 1st to 2nd gear, some time it falls down to neutral. "
TVS Apache RTR 160 4V,4.4,TVS Apache RTR 160 4V,3,"I am riding my new TVS Apache RTR 160 4V for over 50 days and got few experiences, the mileage is not as expected, the engine gets warm very fast and easily and the petrol measuring meter is not working properly."
TVS Apache RTR 160 4V,4.4,Average bike better not to buy FI version,3,"I bought a TVS Apache RTR 160 FI ABS version. Faced self-starting issue. Two times battery changed for the bike within a month. Riding experience is good. Mileage is not as expected. In the FI version, there will no choke. When self is not working kick will also give some trouble in starting and have to kick many times."
TVS Apache RTR 160 4V,4.4,Perfect racing machine,5,"Bought it 5 months ago. As it is in the running period, I haven""t pushed it hard (maximum 5-6000 RPM and 60-65 KMPH). Has a good acceleration (pick-up), the mileage right now is approx 40-43 KMPL and the engine is refined, no harsh vibration only slight buzz at around 6000 RPM and the engine heats a bit in traffic but as it is a new engine it""s acceptable. Seating comfort is good for rider and pillion, my mother had no issues, braking is firm on the front brake and a bit progressive on the rear it will get better after 300-400 KMS, tyres provide good grip. Fun to ride this machine, TVS did a good job."
TVS Apache RTR 160 4V,4.4,Super awesome,5,Good design with very good looks. The sound quality is awesome. Very nice and one of the best bike of TVS.
TVS Apache RTR 160 4V,4.4,TVS Apache RTR 160 4V - The racing beast,4,"Looks are good. facing a bit problem with gear shifting. sometimes it doesn't shift to 2nd gear. Very good at corners, it doesn't feel heavy while cutting in edges. It has a choke with kick start which is a plus point when compared to Yamaha FZ-S. You never know when you have reached 60 KMPH as its that smooth. Overall, the performance is very good but not satisfied with the service center."
TVS Apache RTR 160 4V,4.4,Segment TVS Apache RTR ,5,"Good Performance, good build quality , nice look,  good mileage between 45 to 50  with 40 to 60 km of speed."
TVS Apache RTR 160 4V,4.4,TVS Apache RTR 160 4V,5,Best in class mileage and furious pick-up. Awesome bike in this price range. Best in class looks and the engine sound is like a racing bike. This bike completes the wish of sports racing bike.
TVS Apache RTR 160 4V,4.4,Attractive look and perfomance ,4,Looks like a dragon. The red color is the best. 100 marks for the performance and controlling as it saved me in 3 accidents. The front brakes are perfect. Mileage I get is 38 to 43 KMPL in all conditions. But the main problem is silencer shell complaint issues. Many bikes have already changed the silencer. Silencer cost Rs. 12000.
TVS Apache RTR 160 4V,4.4,The rave one in segment ,5,"I own RTR 1604v (Red). So loved this bike Only problem I found is the seat height of the bike. It's a slightly minor bit uncomfortable for me, I am 6ft it Comes with liquid cooling which is better for fast cooling and controls the engine from overheating. Also helpful when we go for long rides."
TVS Apache RTR 160 4V,4.4,Super racing bike,5,"Super, amazing performance and a cool racing bike. I am an owner and I am satisfied with it."
TVS Apache RTR 160 4V,4.4,Don't buy Apache 160 4v pls care full,1,"Poor quality of this bike. I drive at 50 KMPH speed and scratch another vehicle but my bike's fork, alloy wheel and the disc with axil got to bend. I don't know why, so don't buy TVS bikes and TVS Apache RTR 160 4V with the dual disc."
